address,amount
0x28f3f3ca11f9e4c07a35b1f06a08f02c763bdd8c,9361.600000000000000000
0x40b2765b660cba6ddff8b2e38ff7960d2f4b5618,9290.000000000000000000
0x67f3d94a8125fc0a1a8b54ef4c9afb48e39f7244,9090.000000000000000000
0x641358f7ffdeebf741b37103a4932d81d56ddc1c,9000.000000000000000000
0x52cba4d09054c81d79439835f445085ed860e43c,9000.000000000000000000
0x86db603ed43efb0e9bf6f02942a7b17fa7524bb3,9000.000000000000000000
0xf5db814522729ba8ea36a7d32054948d942ed27c,9000.000000000000000000
0xf3f73a40967b2e2578a1fa0ca53e75a5de779e30,9000.000000000000000000
0xeb0f69fffbb9a5ec188f2d8bf696c7b4f467b9a0,9000.000000000000000000
0x1859959b29d73ee6f05a5b6bfbeeafb67764d373,8994.177594118045091197
0xb652ddab199e7fe184b0bbdcadcd1f4ff012a81c,8990.000000000000000000
0x8a6e78fc8173479a42655c6fda95e9152e25432c,8800.000000000000000000
0xcde589c6f6fcf9723bd83f678279addc0f7a2c9c,8800.000000000000000000
0x269285a7d7c1cc305e428603f21602cebc76a037,8800.000000000000000000
0xb747f20b7b729d385a844ed200e8ce914cefc9d8,8799.999999999999995655
0xf6c94abf529ca29de6ba59cd54b7cca766daa9d2,8799.999999999999995655
0x109ef0d84f24810f450672ff57a4438bb7e8fdd8,8799.999999999999995655
0x59cb4c65f81ad66c44d542b49984cc0c154113fc,8799.999999999999995655
0xc486149be9410933a97f1267e79e1d34dfecfcc0,8764.216221934271566986
0xda1f34b0141da978a63c2b006866821bac1896f2,8758.233489907240291071
0xe7c8fca93fb51c8beb2276393b7afa3bcee5ee8b,8733.023724274328076264
0xc2d3c59b9053d995edac9e35b94b580c5ef9c2b8,8700.000000000000000000
0x3334054c0ff6b5934ef5f1cfa4215c0b3a928c11,8685.000000000000000000
0x163a316d33690ae4af16d14e5e4f0b1305962d49,8640.000000000000000000
0xe9d9f4d605c5fa04ee0042a95b0cbcaa4fd4a534,8640.000000000000000000
0x4c1c496c43dc31620d1cba8969fc977cf1c42b10,8611.169134780968637033
0x0000822dfa1832036187b935251a32c4ef021691,8550.000000000000000000
0x4dd629b7ed1015088e5d2d8d33aa5d3f6078baa8,8545.760000000000000000
0xf981e1d2d0d43ab4c37478db36e378e59fbefb82,8518.938151990616052397
0xa174b5c7dac2d5a0f4236a660e4d9fb0301c809a,8400.000000000000000000
0xcb00d34c4beb1e83a9fbb415e8afdcc91578d9ee,8400.000000000000000000
0xa2523a485bfdfcdeb6718a20194326d8e9892380,8313.000000000000000000
0x825efa365f00c287917608a0fa0100aab84089ff,8290.473212179059834880
0xdffd44e7f455fd46c4c4cc0decacea92627f34a7,8249.999999999999996205
0x89fdb786b375eb25fa2d2d178972ac3ac3ada0ca,8210.000000000000000000
